0,50.,50.1,50.2,50.3,50.4,50.5,50.6,50.7,50.8,50.9,51.,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8,51.9,52.
32.,-7.39410682374271,-7.171340778943026,-7.031660085203231,-6.939457404969159,-6.85930428510082,-6.761842987703874,-6.62859068181551,-6.454907793818249,-6.250657176016007,-6.038455670874191,-5.849827513692403,-5.719929597883015,-5.681756890361579,-5.760800753378077,-5.971009219373309,-6.312613991909759,-6.772008333680591,-7.3234691892993835,-7.932203370523188,-8.558028924855412,-9.159009767572721
32.1,-7.428455142136349,-7.175790142562814,-6.9437716068285,-6.697767488637638,-6.411962402519663,-6.074976606492786,-5.693218810905549,-5.291323407255232,-4.90946634215425,-4.597862908111559,-4.409237377833112,-4.390427140642625,-4.574466749851431,-4.974446928992971,-5.580161295431217,-6.35808702323012,-7.254680992326662,-8.202417729626585,-9.127556363953277,-9.958384056381467,-10.632684605417777
32.2,-7.161467141780678,-6.894768697242931,-6.601906261656445,-6.249876714573032,-5.820543529068376,-5.316219924406263,-4.7621523215342005,-4.205246097995923,-3.7089582750258283,-3.3449205294543423,-3.182440884552723,-3.277455098798245,-3.6626735522745935,-4.340552049912517,-5.2803135771707135,-6.4196242799371985,-7.670786080956119,-8.930580303566801,-10.092311397224176,-11.058262143478869,-11.750740645347381
32.3,-6.52704847591053,-6.281891675302339,-5.99242481433625,-5.6256691109351395,-5.165651164853922,-4.619416063130148,-4.019599581423378,-3.422762704645714,-2.903362227872387,-2.5439772130454608,-2.423102764199727,-2.602331632335849,-3.114968338013462,-3.9580044775130347,-5.088931937122999,-6.428148473639967,-7.866834409354535,-9.27929806292567,-10.538053583034536,-11.529437233136653,-12.167468612022942
32.4,-5.5617951954846685,-5.389837894825435,-5.191491566430063,-4.930427610946524,-4.584930046860722,-4.154921928877076,-3.6657672662090657,-3.167784554300876,-2.7311022982299167,-2.4363030351221386,-2.362096125817188,-2.57188326227204,-3.101410812432494,-3.949664834095571,-5.074747073235571,-6.395731122302859,-7.800554642407411,-9.159013783597677,-10.339059913754921,-11.224009014333722,-11.72806783767338
32.5,-4.404056962937601,-4.366538792774348,-4.3562616173591735,-4.329363272798122,-4.249916393999231,-4.09851529398312,-3.8783812829779003,-3.617556517428573,-3.366407542404899,-3.190499367245986,-3.159778356623881,-3.3357539907479725,-3.7588500212198497,-4.438204513651349,-5.345900583224893,-6.416943216589117,-7.555368197436783,-8.645832820140207,-9.569074115360754,-10.218899870326176,-10.518033234069904
32.6,-3.2679309838811745,-3.425724783927361,-3.6913559395226425,-4.00967437551364,-4.323617619016139,-4.584705137124497,-4.762195325116848,-4.849065023527954,-4.863520397672036,-4.845561606663712,-4.849053508405645,-4.93062815642817,-5.137397181437169,-5.495756550574305,-6.003457568077571,-6.626605440230687,-7.302412913878822,-7.947523778403054,-8.470706982673425,-8.7878885582065,-8.836989284609093
32.7,-2.397930252204413,-2.7984231895155083,-3.3983707674992325,-4.12925829341233,-4.9094572209854075,-5.656636915749501,-6.300183972233408,-6.791407032102772,-7.109710387922165,-7.263661050816469,-7.286814390592347,-7.229130101699907,-7.145625979846411,-7.084432216730158,-7.076528208517806,-7.129142893442541,-7.224129565494295,-7.321704911028083,-7.368934037729237,-7.311430674271558,-7.106092477114591
32.8,-2.014548277958897,-2.677152739197929,-3.621605183039671,-4.766587797426702,-6.007310862064178,-7.229439058637293,-8.324327694835784,-9.203071581590699,-9.807113574661667,-10.113792276192799,-10.136111140614897,-9.917021129166633,-9.51944708379647,-9.013990460883212,-8.466587640963239,-7.928336940244636,-7.429244740007454,-6.976867586072825,-6.559883280665795,-6.155681030744715,-5.740290586747846
32.9,-2.2628870810845645,-3.1666043679401223,-4.404922221309792,-5.8873314630458635,-7.492509314907652,-9.082952739503567,-10.521936589984959,-11.690201204927614,-12.499866687645188,-12.903571823480853,-12.89765093985555,-12.519148594411698,-11.837461514839955,-10.942224882068569,-9.929591486799449,-8.889205198169776,-7.89392724281343,-6.9937849864167525,-6.214786879826726,-5.56233291946078,-5.028111308430625
33.,-3.175647765598006,-4.253041296617226,-5.67207287240129,-7.339407036344357,-9.128298379799656,-10.892818132522605,-12.484928485778592,-13.771936943124176,-14.65183866006538,-15.064417093795742,-14.996655816148376,-14.481902137030284,-13.593172129493738,-12.431846366076726,-11.113642863752759,-9.754072589440517,-8.455539763231066,-7.29785938597835,-6.333299765617495,-5.586435409414032,-5.058258826992346
33.1,-4.658508851962614,-5.799997237246835,-7.236607222633754,-8.880279946384723,-10.612633168187175,-12.297536212975654,-13.796435393481184,-14.984331870112932,-15.764227161474265,-16.078085354739535,-15.912875262123926,-15.300970427047691,-14.314992476428003,-13.057964097321525,-11.65027684418277,-10.215382195984306,-8.86622308645446,-7.694223511459091,-6.762179792381906,-6.101726816773981,-5.715297212957217
33.2,-6.5011333361373485,-7.571415165023493,-8.839469024580604,-10.230782081177995,-11.649229976434818,-12.98684479375321,-14.135587467802504,-14.999616652761071,-15.506462506777039,-15.615643276265791,-15.323587520379848,-14.664203834553996,-13.70501182197162,-12.539338151738962,-11.275609864414424,-10.025168233942063,-8.890220378082226,-7.953507881937489,-7.271000777384606,-6.868456868823006,-6.742090302975045
33.3,-8.4118542189785,-9.276867744682143,-10.20485895156677,-11.141488512934538,-12.024073179643771,-12.787703663733103,-13.37204984023014,-13.728097386508464,-13.824045731425805,-13.649656518561445,-13.21847424393198,-12.567543184052527,-11.754507968914455,-10.85229010590936,-9.941848335464865,-9.103814911154718,-8.410005078986947,-7.915878670099312,-7.654960139231426,-7.635989552267054,-7.843204613997215
33.4,-10.069521701989416,-10.62855979198269,-11.100122467232627,-11.453399201322963,-11.665153496918432,-11.721837320141283,-11.620677677169303,-11.36980631571334,-10.987614480112168,-10.501542929510942,-9.946472549718115,-9.362794494324524,-8.794154246952202,-8.284822704064716,-7.8766756442595565,-7.6058631467102975,-7.499399096980457,-7.572053992382873,-7.82403944084385,-8.239984078812144,-8.789592616033044
33.5,-11.182820072187678,-11.397539714582791,-11.384607939993707,-11.135796066224007,-10.666610811404643,-10.01463341134608,-9.234959547244545,-8.393609766591196,-7.560052487043789,-6.8000165428045145,-6.169579851611294,-5.71116497067363,-5.451642328081191,-5.4023378519124865,-5.560448933309857,-5.911242873171542,-6.430453328331998,-7.0864684618382165,-7.842154077695035,-8.656397900699632,-9.485627300026263
33.6,-11.54600232136431,-11.457285537667875,-11.035776273902094,-10.290471942682203,-9.268027338963925,-8.048109295043757,-6.734098164925878,-5.440674336075188,-4.2802718951241445,-3.350453309510049,-2.7239674020572333,-2.4426772569594886,-2.515814587868543,-2.9222827843699863,-3.6161309280343317,-4.533954598125553,-5.602888288733983,-6.748019807649043,-7.898408987109909,-8.991330341775695,-9.974775454689217
33.7,-11.080547164191293,-10.806156895066039,-10.147240542951494,-9.121205396440455,-7.792671952235516,-6.26706583241959,-4.678183481056866,-3.171723855971254,-1.8873747776041214,-0.9421691319972937,-0.41748397113661667,-0.35133367812580785,-0.7366613505672257,-1.5253464436829707,-2.6368005070272247,-3.969453939445263,-5.413217220182632,-6.861128481972233,-8.218807725224005,-9.410912822311527,-10.384402496065592
