"Latitude(deg)","Longitude(deg)","TxxEGM96","TxyEGM96","TxzEGM96","TyyEGM96","TyzEGM96","TzzEGM96"
32.3,50.4,72.43896190295261,1.5041590743647348,-5.165651164853922,-71.98807656657847,-7.744567618277605,-0.4508853363742207
32.3,50.5,72.72048961749856,1.4665071594573087,-4.619416063130148,-70.82894822429857,-6.5989478684364355,-1.891541393199827
32.3,50.6,72.97726206912077,1.3628016437708557,-4.019599581423378,-70.1175150666545,-5.265537578681046,-2.859747002466321
32.3,50.7,73.20639968216682,1.1476347617625233,-3.422762704645714,-69.84816966211844,-3.913039499700847,-3.358230020048551
32.3,50.8,73.40879045371985,0.7899410591615041,-2.903362227872387,-69.96046056152018,-2.6858934913900407,-3.448329892199656
32.3,50.9,73.58839191041258,0.28051211904400264,-2.5439772130454608,-70.35566539651762,-1.6875945475015828,-3.2327265138948436
32.3,51.,73.75078496555162,-0.36368379373407284,-2.423102764199727,-70.91624404317525,-0.972770100441594,-2.83454092237652
32.3,51.1,73.90122301010761,-1.099330512995972,-2.602331632335849,-71.52443610934837,-0.5475315873038512,-2.3767869007591114
32.3,51.2,74.04254917258845,-1.8610180927903943,-3.114968338013462,-72.0773988540802,-0.3762283755810894,-1.9651503185081491
32.3,51.3,74.17342146814121,-2.5694429914380112,-3.9580044775130347,-72.49771863686738,-0.39216193580985764,-1.675702831273897
32.3,51.4,74.28727385015968,-3.1423744003657768,-5.088931937122999,-72.73938496168482,-0.5100227075767881,-1.5478888884749582
32.3,51.5,74.37234731678518,-3.5066911920269823,-6.428148473639967,-72.79003912315795,-0.6385117280614206,-1.5823081936272505
32.3,51.6,74.41295873172808,-3.6095619815976274,-7.866834409354535,-72.67038242603195,-0.6924019066150856,-1.7425763056963248
32.3,51.7,74.39195819068651,-3.4269405919294855,-9.27929806292567,-72.43119082605546,-0.6038040895962999,-1.9607673646310082
32.3,51.8,74.29409150200685,-2.9679683736567566,-10.538053583034536,-72.14776474518777,-0.3324145352757305,-2.1463267568190454
32.3,51.9,74.10977215420006,-2.2745419099836544,-11.529437233136653,-71.91124146974548,0.12594750486043865,-2.1985306844545396
32.3,52.,73.83861746074197,-1.4161020572907546,-12.167468612022942,-71.81632640288177,0.7339013801560456,-2.0222910578602264
32.4,50.,70.8815048103315,1.5115783616514213,-5.5617951954846685,-78.611729311951,-7.891851919332337,7.730224501619516
32.4,50.1,71.31552860224154,1.2613244962178054,-5.389837894825435,-76.91156956661678,-8.811740952349728,5.596040964375184
32.4,50.2,71.81656709677223,1.1050927826982457,-5.191491566430063,-75.09816662911861,-9.176010108506333,3.28159953234637
32.4,50.3,72.36689883338276,1.031717138613568,-4.930427610946524,-73.34920815790029,-8.985126481248269,0.9823093245175681
32.4,50.4,72.9415629568545,1.0105912366492433,-4.584930046860722,-71.81909954752315,-8.303724097024645,-1.1224634093313945
32.4,50.5,73.51075649469361,0.9963236523346207,-4.154921928877076,-70.61906442777735,-7.244440184191228,-2.891692066916139
32.4,50.6,74.04299582334275,0.9365560671216304,-3.6657672662090657,-69.80719178153343,-5.946147940670742,-4.235804041809367
32.4,50.7,74.50852166717746,0.7817348637408691,-3.167784554300876,-69.38875421034606,-4.5515364527290805,-5.119767456831394
32.4,50.8,74.88241118876338,0.49518354563252875,-2.7311022982299167,-69.32486982205388,-3.1882629683114105,-5.557541366709499
32.4,50.9,75.14693581591698,0.06166221911039575,-2.4363030351221386,-69.546154203047,-1.9562959517698506,-5.600781612870014
32.4,51.,75.29285279197771,-0.507234729768848,-2.362096125817188,-69.96766693030524,-0.9221325882765191,-5.325185861672304
32.4,51.1,75.31951431290604,-1.172016165998618,-2.57188326227204,-70.50212675316976,-0.11889084687439298,-4.817387559736173
32.4,51.2,75.23388619355971,-1.869028860432092,-3.101410812432494,-71.06969607814851,0.4497209176928008,-4.16419011541119
32.4,51.3,75.04875253366086,-2.518624995736374,-3.949664834095571,-71.60410855159198,0.8036904861528356,-3.4446439820689396
32.4,51.4,74.7805120296677,-3.036603889382637,-5.074747073235571,-72.05603442432643,0.9807737735231989,-2.7244776053413777
32.4,51.5,74.44702251391381,-3.3471516784666853,-6.395731122302859,-72.39501465867089,1.0308905179421373,-2.0520078552428442
32.4,51.6,74.06591297182078,-3.395178078503678,-7.800554642407411,-72.61097856077009,1.0104626193405042,-1.4549344110507276
32.4,51.7,73.65366183692457,-3.1559831667768163,-9.159013783597677,-72.71549967275381,0.9758704606502546,-0.9381621641707288
32.4,51.8,73.22555721548738,-2.640581245603835,-10.339059913754921,-72.74194904811154,0.9754439017220783,-0.48360816737581946
32.4,51.9,72.79644210951412,-1.8957000837524305,-11.224009014333722,-72.7430405670027,1.040270428029388,-0.05340154251136347
32.4,52.,72.38194681980298,-0.9983449146128223,-11.72806783767338,-72.78429241163954,1.17527548016845,0.4023455918366078
32.5,50.,70.91106573094538,0.9942469396973472,-4.404056962937601,-78.0589363794926,-8.053104917754808,7.1478706485472685
32.5,50.1,71.48038036348285,0.6294243665391529,-4.366538792774348,-76.47109748218845,-8.952435613385644,4.990717118705621
32.5,50.2,72.16223898267438,0.3763943009199716,-4.3562616173591735,-74.77632655580666,-9.345085726581836,2.614087573132377
32.5,50.3,72.93198852778639,0.23728226626635823,-4.329363272798122,-73.1275780482803,-9.223080375798682,0.19558952049405476
32.5,50.4,73.75170433945088,0.19237756709589607,-4.249916393999231,-71.65676853836774,-8.632524209824782,-2.0949358010830714
32.5,50.5,74.57332492063134,0.20311802855700345,-4.09851529398312,-70.4593514561409,-7.659883187623744,-4.113973464490462
32.5,50.6,75.34331507805422,0.21885079703775345,-3.8783812829779003,-69.5878888291946,-6.414417493440952,-5.755426248859599
32.5,50.7,76.00822421671836,0.1863050832743277,-3.617556517428573,-69.05421562773776,-5.011070007304928,-6.954008588980611
32.5,50.8,76.52038628984262,0.06014457303815652,-3.366407542404899,-68.83781738316956,-3.5571287355879786,-7.682568906672983
32.5,50.9,76.84300131201903,-0.18731732941785134,-3.190499367245986,-68.8969921403513,-2.144271126302993,-7.94600917166788
32.5,51.,76.95394309079003,-0.5590937476940296,-3.159778356623881,-69.1794334883671,-0.845744364875838,-7.774509602422933
32.5,51.1,76.84783543967279,-1.0306369304857625,-3.3357539907479725,-69.62990386957068,0.28298865860689715,-7.217931570102086
32.5,51.2,76.53619780994234,-1.5518405777515143,-3.7588500212198497,-70.19424176235465,1.2024082453135783,-6.341956047587661
32.5,51.3,76.04574050347368,-2.0538305741666534,-4.438204513651349,-70.8205023285987,1.8878420545354027,-5.225238174875019
32.5,51.4,75.41514604824216,-2.4595764987012765,-5.345900583224893,-71.4590494145879,2.3299972520812005,-3.9560966336541132
32.5,51.5,74.69086724971275,-2.696635408842629,-6.416943216589117,-72.0635789367122,2.5366555944367684,-2.6272883130006273
32.5,51.6,73.92257416790387,-2.709897829056539,-7.555368197436783,-72.59433795252092,2.5339553344467505,-1.3282362153828955
32.5,51.7,73.1588771916839,-2.4721296095240413,-8.645832820140207,-73.02348892874885,2.365252909592043,-0.13538826293523643
32.5,51.8,72.44384492374711,-1.990414287691428,-9.569074115360754,-73.3411447749769,2.0860194909473004,0.8972998512297627
32.5,51.9,71.81464531110925,-1.3072518148345242,-10.218899870326176,-73.55961180174963,1.7544881155283811,1.7449664906403304
32.5,52.,71.3004028805066,-0.4959526537565493,-10.518033234069904,-73.71324761616383,1.419442686146969,2.41284473565715
32.6,50.,71.37911750673955,0.35268448169916194,-3.2679309838811745,-77.33385412939198,-8.0606966119681,5.954736622652451
32.6,50.1,72.0523475627583,-0.17117634506186655,-3.425724783927361,-75.87277312537871,-8.856852010666332,3.820425562620382
32.6,50.2,72.86201429578342,-0.5611977725220865,-3.6913559395226425,-74.33131591963225,-9.20137548949585,1.4693016238488512
32.6,50.3,73.77891055606732,-0.7960642122435118,-4.00967437551364,-72.83594634463114,-9.088303517416316,-0.9429642114362148
32.6,50.4,74.75703007196283,-0.8789760159123166,-4.323617619016139,-71.49160468119769,-8.554233153709506,-3.265425390765195
32.6,50.5,75.73698105563797,-0.8370917531929164,-4.584705137124497,-70.37136119048805,-7.665743332055396,-5.365619865149977
32.6,50.6,76.65141308589348,-0.7165563875891114,-4.762195325116848,-69.51442639050325,-6.5051238117302965,-7.13698669539012
32.6,50.7,77.43181551303078,-0.5739210503707795,-4.849065023527954,-68.93123911642277,-5.158194973769739,-8.500576396607991
32.6,50.8,78.01584352639694,-0.46546073671694393,-4.863520397672036,-68.61263539358917,-3.7066715325188975,-9.403208132807801
32.6,50.9,78.35424201113787,-0.43632965065971463,-4.845561606663712,-68.5394331519463,-2.2256220750408553,-9.814808859191634
32.6,51.,78.41647999107194,-0.5115747184594508,-4.849053508405645,-68.68927045750404,-0.7847261941096229,-9.72720953356788
32.6,51.1,78.19437447325323,-0.6907351232260985,-4.93062815642817,-69.0389787882587,0.5491903700722968,-9.155395684994463
32.6,51.2,77.70324895399045,-0.94713737927865,-5.137397181437169,-69.56265573002769,1.711092323753918,-8.140593223962814
32.6,51.3,76.98050095852926,-1.2321594858698108,-5.495756550574305,-70.22730358619849,2.6400899005398637,-6.753197372330644
32.6,51.4,76.08179719875275,-1.4838330321990536,-6.003457568077571,-70.98887226675475,3.285610431141961,-5.09292493199805
32.6,51.5,75.07542366961644,-1.6383420074981372,-6.626605440230687,-71.79147276713478,3.616017142075774,-3.2839509024817297
32.6,51.6,74.03554540200163,-1.6424097895638887,-7.302412913878822,-72.5714290721522,3.6269254151287567,-1.4641163298495192
32.6,51.7,73.03524296109963,-1.4643480207530037,-7.947523778403054,-73.266057080234,3.345969304124719,0.23081411913434813
32.6,51.8,72.14017452291714,-1.1017184749064608,-8.470706982673425,-73.82517163835509,2.831386899122732,1.6849971154379217
32.6,51.9,71.40356910858058,-0.5841073779723132,-8.7878885582065,-74.22195527477709,2.1634056215458726,2.818386166196691
32.6,52.,70.86301474934825,0.029659666264228293,-8.836989284609093,-74.45946696171735,1.4295761343117213,3.596452212369155
32.7,50.,72.24917318155521,-0.37652126124036,-2.397930252204413,-76.40089979903246,-7.860597379763888,4.151726617477288
32.7,50.1,72.96705773338293,-1.0721213378877308,-2.7984231895155083,-75.08273075046186,-8.44656093176484,2.1156730170790428
32.7,50.2,73.81462866928742,-1.6097043562446762,-3.3983707674992325,-73.73588359806267,-8.644285250029945,-0.07874507122468083
32.7,50.3,74.76251033453875,-1.9465303935774196,-4.12925829341233,-72.45875828900058,-8.463058950290263,-2.3037520455381917
32.7,50.4,75.7643908785239,-2.06690486719356,-4.9094572209854075,-71.32439930434515,-7.941721718042513,-4.4399915741787135
32.7,50.5,76.76006367304295,-1.9843674491251777,-5.656636915749501,-70.37575336608843,-7.135563218961003,-6.384310306954619
32.7,50.6,77.68059164710819,-1.7389153352408673,-6.300183972233408,-69.62905378088121,-6.104072478846159,-8.051537866226957
32.7,50.7,78.45506934101665,-1.38974108889225,-6.791407032102772,-69.08304682769968,-4.902983459285583,-9.372022513316947
32.7,50.8,79.0182090891784,-1.0047812064610646,-7.109710387922165,-68.73027454294089,-3.5823068427923843,-10.287934546237485
32.7,50.9,79.31782443158865,-0.6489523473218382,-7.263661050816469,-68.56632643709878,-2.1898503219746104,-10.75149799448978
32.7,51.,79.32125179431414,-0.3731921494997915,-7.286814390592347,-68.59392365447806,-0.7777868025634868,-10.727328139836054
32.7,51.1,79.01985099845746,-0.2062772276005225,-7.229130101699907,-68.82059119687445,0.5912713493192397,-10.199259801583098
32.7,51.2,78.43094805674725,-0.15088823963984438,-7.145625979846411,-69.2509225409759,1.8421513426619118,-9.180025515771284
32.7,51.3,77.59690312259983,-0.184620997106842,-7.084432216730158,-69.87635904377493,2.891158897026255,-7.720544078824896
32.7,51.4,76.58135959871635,-0.26574158855887664,-7.076528208517806,-70.66640384895015,3.656429216225723,-5.914955749766134
32.7,51.5,75.46310426032863,-0.3426138993595682,-7.129142893442541,-71.56494651287215,4.072504997890193,-3.898157747456345
32.7,51.6,74.32828735861045,-0.36504621359040273,-7.224129565494295,-72.49393676411268,4.105328243135071,-1.834350594497787
32.7,51.7,73.26196708844404,-0.2954337397973367,-7.321704911028083,-73.36441869911523,3.7631749135910013,0.10245161067111008
32.7,51.8,72.34002049943396,-0.1175854572028847,-7.368934037729237,-74.0925721423923,3.099736892027523,1.7525516429581383
32.7,51.9,71.62239014617134,0.15848086548915394,-7.311430674271558,-74.6166195748921,2.207441173384325,2.994229428720871
32.7,52.,71.148423962426,0.49677799791498,-7.106092477114591,-74.90981369303205,1.2017052375467985,3.7613897306060498
32.8,50.,73.38856217163509,-1.1297267825503856,-2.014548277958897,-75.26787480097707,-7.411882233564261,1.879312629342072
32.8,50.1,74.0685577085279,-1.9698485839433875,-2.677152739197929,-74.10938985847204,-7.6783219421944695,0.04083214994413316
32.8,50.2,74.83798184397223,-2.6293483892659277,-3.621605183039671,-72.99899448249634,-7.629187848242959,-1.8389873614758785
32.8,50.3,75.67283902744386,-3.046263578666854,-4.766587797426702,-72.00592433641509,-7.302530870720251,-3.66691469102871
32.8,50.4,76.53571406844262,-3.1875025543577507,-6.007310862064178,-71.1668836006317,-6.751690742011303,-5.36883046781082
32.8,50.5,77.37772628694498,-3.053579905667958,-7.229439058637293,-70.48725199696712,-6.029952606174951,-6.890474289977901
32.8,50.6,78.14230785442531,-2.678039797150684,-8.324327694835784,-69.95062510696262,-5.178894104316568,-8.191682747462792
32.8,50.7,78.7705219719631,-2.1217133668165626,-9.203071581590699,-69.53330702868425,-4.2237416904288425,-9.237214943278868
32.8,50.8,79.20738458831472,-1.4628451247031515,-9.807113574661667,-69.21903767307025,-3.1768099008346176,-9.988346915244472
32.8,50.9,79.4084528038172,-0.7848203932569929,-10.113792276192799,-69.00926690108685,-2.047536214659313,-10.399185902730231
32.8,51.,79.34583057814858,-0.16361097327669863,-10.136111140614897,-68.9256766898963,-0.8554902082140526,-10.420153888252344
32.8,51.1,79.01274463541102,0.3429338017368788,-9.917021129166633,-69.00400959875881,0.3583414726256106,-10.008735036652222
32.8,51.2,78.42597155359806,0.7021856066586301,-9.51944708379647,-69.28091917132089,1.526376966798041,-9.145052382277196
32.8,51.3,77.62564239588515,0.9091268665705821,-9.013990460883212,-69.77775570866963,2.558098507058869,-7.847886687215471
32.8,51.4,76.67228514246573,0.9837846510941107,-8.466587640963239,-70.48629956151358,3.352732405165901,-6.185985580952117
32.8,51.5,75.64134169933448,0.9643469292886846,-7.928336940244636,-71.3611158175417,3.818397989378626,-4.280225881792659
32.8,51.6,74.61575885468844,0.8973626578628222,-7.429244740007454,-72.3214921846292,3.893032384337109,-2.294266670059425
32.8,51.7,73.67754317991465,0.8269341260172944,-6.976867586072825,-73.26328927068744,3.561486503270118,-0.41425390922722716
32.8,51.8,72.89933911788988,0.7849709148487265,-6.559883280665795,-74.07820278169456,2.8638153496849283,1.178863663804886
32.8,51.9,72.33710583219643,0.7843603387496564,-6.155681030744715,-74.67570678385763,1.8918400924382746,2.338600951661138
32.8,52.,72.02482463488958,0.8163558693944711,-5.740290586747846,-75.00196431377401,0.7740257699973456,2.977139678884357
32.9,50.,74.59169264013654,-1.8212441884080743,-2.2628870810845645,-73.9915360488082,-6.701591560438363,-0.600156591328372
32.9,50.1,75.13957711633489,-2.73897107041205,-3.1666043679401223,-73.00781608360894,-6.562187551652028,-2.1317610327259624
32.9,50.2,75.70761787857553,-3.4595128640902786,-4.404922221309792,-72.16849597355296,-6.188042342089751,-3.5391219050225384
32.9,50.3,76.28269754846352,-3.9082516648064187,-5.8873314630458635,-71.51336177949868,-5.6569808883234245,-4.769335768964878
32.9,50.4,76.84501016060355,-4.040012425102393,-7.492509314907652,-71.03981491332759,-5.047168656588686,-5.805195247275968
32.9,50.5,77.36830327992297,-3.845630024356364,-9.082952739503567,-70.71009947822607,-4.41807267449907,-6.658203801696872
32.9,50.6,77.82127424656451,-3.3531679847555482,-10.521936589984959,-70.46745048248481,-3.7980907529047196,-7.353823764079781
32.9,50.7,78.17017692269218,-2.6236522842900527,-11.690201204927614,-70.256658496222,-3.182240422107418,-7.913518426470111
32.9,50.8,78.38248291074854,-1.7420829431765996,-12.499866687645188,-70.04331752536841,-2.540533685562462,-8.339165385380113
32.9,50.9,78.43121843797728,-0.8052406893083589,-12.903571823480853,-69.82633510509444,-1.8346697438104993,-8.604883332882771
32.9,51.,78.29940773249797,0.09170750301260751,-12.89765093985555,-69.64007720966957,-1.0382715408240557,-8.659330522828526
32.9,51.1,77.98393786811212,0.8676575963656363,-12.519148594411698,-69.54533261824213,-0.15474663654721854,-8.43860524986991
32.9,51.2,77.49815131736072,1.4651440347296532,-11.837461514839955,-69.61136491393684,0.7726874134041855,-7.886786403423893
32.9,51.3,76.87258612968432,1.8556484522538956,-10.942224882068569,-69.89384253367297,1.6622936825856622,-6.978743596011345
32.9,51.4,76.15351288688213,2.0400050810639203,-9.929591486799449,-70.41470403024773,2.406904360183195,-5.738808856634414
32.9,51.5,75.39923264208335,2.0441135129361356,-8.889205198169776,-71.14966150194893,2.896058776798569,-4.249571140134352
32.9,51.6,74.67445220019226,1.9109620144042256,-7.89392724281343,-72.02713712735515,3.041848852992104,-2.6473150728370625
32.9,51.7,74.04338267486722,1.6905677513547195,-6.9937849864167525,-72.93945391523192,2.8018877169355973,-1.1039287596353098
32.9,51.8,73.56245439386059,1.4297517580777706,-6.214786879826726,-73.76384533693448,2.1932938529597834,0.20139094307383154
32.9,51.9,73.27365730196213,1.163633851397921,-5.56233291946078,-74.3881807228535,1.2936923826370748,1.1145234208914334
32.9,52.,73.19947348943252,0.9103628012739209,-5.028111308430625,-74.73494985153874,0.228452684375679,1.5354763621061598
33.,50.,75.62003145931259,-2.3562641828036397,-3.175647765598006,-72.67239125420946,-5.7574631188665135,-2.9476402051033226
33.,50.1,75.94800680361244,-3.2543170180582885,-4.253041296617226,-71.8739082648378,-5.172082505520511,-4.074098538774706
33.,50.2,76.20932543037964,-3.948809477144418,-5.67207287240129,-71.32528844555411,-4.4375754401007,-4.884036984825638
33.,50.3,76.40585894961242,-4.362462374659837,-7.339407036344357,-71.03769601587013,-3.6775667976864095,-5.368162933742234
33.,50.4,76.54165349660362,-4.446345979095394,-9.128298379799656,-70.96864125742562,-3.001239009620131,-5.573012239178183
33.,50.5,76.62107327968697,-4.187147610537858,-10.892818132522605,-71.03495781494584,-2.479706762785766,-5.5861154647411375
33.,50.6,76.6471589839798,-3.609431652256918,-12.484928485778592,-71.13553643098052,-2.1319616397489183,-5.511622552999273
33.,50.7,76.62065276901599,-2.77257919476908,-13.771936943124176,-71.17824027293895,-1.924003570440148,-5.442412496077216
33.,50.8,76.54000527206016,-1.7629267668831408,-14.65183866006538,-71.10425569659236,-1.7815028390648766,-5.43574957546771
33.,50.9,76.40246151344121,-0.6823565709368145,-15.064417093795742,-70.90366844165442,-1.61289279613983,-5.498793071786701
33.,51.,76.20606586359047,0.36488988346471474,-14.996655816148376,-70.61819822477007,-1.337067765345429,-5.587867638820515
33.,51.1,75.9521858316832,1.285174245992053,-14.481902137030284,-70.33025128314274,-0.9085752197392062,-5.621934548540452
33.,51.2,75.64798426241127,2.0062914480017264,-13.593172129493738,-70.14094427942953,-0.333708877473593,-5.507039982981769
33.,51.3,75.30821126674098,2.4846505997405677,-12.431846366076726,-70.14261398248723,0.3268693150989289,-5.165597284253779
