0,50.,50.1,50.2,50.3,50.4,50.5,50.6,50.7,50.8,50.9,51.,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8,51.9,52.
32.,57.59195958265068,0.01859822603299488,46.25288373163736,-27.773031169370316,-66.50543548035289,58.55059603762945,97.46384421846155,25.758344014220803,-55.911872204995994,20.422508992762776,-38.343552667451924,21.643001487967563,19.166207656636416,82.89601893204255,57.271870473037595,42.685207196316654,33.33589375857698,65.75899925436269,44.1030988818624,34.1034608227627,26.779036361498946
32.1,-167.35372117460733,-66.87595377844113,92.74429950907896,-42.143077697884436,22.309722817364808,-42.86023091526911,-28.375991108868433,-39.694522805768976,25.76864921730131,-43.36895471919603,65.67632942547414,-37.89497483013814,40.270677495621605,-61.23061104392679,-47.298341986130175,-18.274317400191936,-27.274318222291505,5.181305767481344,-40.962680418039895,-22.526398165778616,-51.8416876852494
32.2,78.18950461800435,192.83936639885562,-38.09921122858821,17.574437992343135,123.12540991500991,26.060765116899102,-15.911643133695707,25.89599265286424,-12.30105242222654,44.338206847417545,-48.06116391710802,-7.771994139461393,-26.282528198346796,-20.545527113215332,4.724091952459388,-10.074757238413408,-0.3684200954559247,-38.39256011022553,36.47997148821222,7.283976682252292,21.841356285494616
32.3,-12.588688155811711,-57.472250980476105,-146.72458853340575,57.820551291564605,-194.00489329983262,18.538501802635682,32.82507596543186,-4.803159797506508,16.587377676706403,-9.227667682549084,-22.41534556979685,-58.00051003823514,-50.40910951509066,22.11771184014002,-17.24580544979211,-16.189381364167417,-15.35377501253678,-26.030426138701166,-7.048210837888014,-8.41760385724371,-22.525196054665052
32.4,33.12009399185161,20.18831660219832,32.185575333429746,-32.80971085394543,60.90377674307581,-25.411435588453166,3.269491367584343,-6.301800752827356,-6.152975322975305,-66.12671450263208,6.2640237054333845,36.77615349933167,32.05320620655884,7.503535335197303,4.646526569341527,-2.4307018258446815,10.168514007016872,18.195593504153315,-41.752205874080815,-12.567939704568007,8.080703723257972
32.5,-51.34784699938662,-3.963003987080718,40.52318254588481,-60.73606682297221,-59.16471272296971,-36.68182176675586,-3.1730559063694947,16.074627126715832,-11.038617106366427,68.7899383997524,23.65246744807677,-5.86615032357118,-36.31118040765369,-49.23747428940788,-17.75945217249159,3.4947899720042854,-7.96435906843678,-11.626281252906615,26.824348588239012,9.509336212048586,-5.368621384930061
32.6,-70.30312562720394,-103.03481271320362,27.34251093423896,42.119441666823114,-17.97190160196434,-22.46933881083594,-89.01013020399728,-72.11001120090222,22.594939059795845,-37.26930420518382,-4.909404374129933,-20.767845719262635,28.786324668253563,41.33540000184756,67.38674740562499,13.1657086784874,7.734766001260892,-3.274447432039572,-9.54028760213915,-1.6329864908509766,5.76954231920317
32.7,93.1980929841091,68.36688658712835,-64.62305053036366,-31.109499775852775,23.692961049222845,14.51863473255537,79.2204801415342,92.24879041224118,-29.19760038227855,20.26337611736161,-5.218928319570546,46.37761573075044,28.8071849334429,7.830870092696055,22.12787718589224,15.405126430461152,-1.8009519595456789,2.987356592540343,6.589154423458241,4.606134588601844,4.348396685002969
32.8,-45.35583150859122,-5.510495927458122,-40.02527706357139,-2.5960512297390705,-50.08620748393739,7.171208374135534,-9.05759708218628,53.202026723957644,46.14756504244406,-0.9773386894388647,20.662527110986797,-13.545597909324728,24.309627685775702,-31.990932220597347,-89.3323941972577,-22.895727055020267,12.075184942980565,10.791254123793168,6.459456915440082,21.10114189069152,18.92617852812698
