"Latitude(deg)","Longitude(deg)","Txx","Txy","Txz","Tyy","Tyz","Tzz"
32.,50.,-147.26233220331403,-20.792248553515474,-80.10431463967518,-187.71264802520724,57.59195958265068,334.97498022866506
32.,50.1,229.2416206949503,14.876553227729735,-73.57102361406365,-117.24992602106012,0.01859822603299488,-111.9916946737463
32.,50.2,5.47157217087981,6.159888600159345,76.9363679269365,-114.42601755388412,46.25288373163736,108.95444538314793
32.,50.3,94.96700134183267,-39.836803168570526,19.33568721813466,-175.01885609648235,-27.773031169370316,80.05185475479334
32.,50.4,-22.82923000871959,29.706232599658392,12.256112111235009,-258.40311966420154,-66.50543548035289,281.23234967306496
32.,50.5,92.26433286929736,46.41475765744125,-154.82032472146653,-143.40980518698842,58.55059603762945,51.14547231783485
32.,50.6,143.75902971674196,-13.316336653014615,55.5786005376601,-65.89445764022801,97.46384421846155,-77.86457207637014
32.,50.7,5.88479031059957,-62.20254726150054,-7.747211136145932,-149.95013977099853,25.758344014220803,144.06534946054256
32.,50.8,125.44708089203233,-2.630314943349322,-34.08462787656545,-57.299555002809214,-55.911872204995994,-68.14752588907947
32.,50.9,15.453669010946797,2.694804292670108,5.007051927112805,-55.54852467378075,20.422508992762776,40.09485566297758
32.,51.,137.13940335389339,0.0744864438602342,13.739055179598068,-41.3624652704759,-38.343552667451924,-95.77693808327378
32.,51.1,-58.09690911333358,28.188987309404993,40.325317569578026,-139.41458864747875,21.643001487967563,197.511497760956
32.,51.2,145.54030980735536,24.069057863105982,-104.81076640438917,-132.26390565787642,19.166207656636416,-13.276404149335148
32.,51.3,40.53774525799596,15.98225144458115,61.031860796138176,-171.98227007352372,82.89601893204255,131.44452481567137
32.,51.4,103.38927442126727,-9.296205818034963,-75.60890504604862,-169.78726544188288,57.271870473037595,66.39799102075928
32.,51.5,80.58310706815749,-12.872711682393085,5.838637516401578,-157.8651317340383,42.685207196316654,77.28202466602444
32.,51.6,98.7085733299708,15.76648302667143,-17.279200615028557,-132.87170386886146,33.33589375857698,34.1631305390342
32.,51.7,73.70987168573448,-10.191053194555058,-29.864401138810784,-111.93400896365374,65.75899925436269,38.22413727806284
32.,51.8,105.87863683312159,-6.290566148496696,27.950403622651113,-128.732926562028,44.1030988818624,22.854289729050127
