"Latitude(deg)","Longitude(deg)","Txxparker","Txyparker","Txzparker","Tyyparker","Tyzparker","Tzzparker"
32.,50.,-220.27589538548298,-23.19294232595423,-72.71020781593246,-107.2759602303629,64.23644992587506,327.55185561598955
32.,50.1,156.1850582714785,12.829001996264113,-66.39968283512063,-38.81855423258783,7.631465030466308,-117.36650403874698
32.,50.2,-67.54676991050688,4.418349949434767,83.96802801213973,-38.115891411232866,54.107066381477765,105.66266132188343
32.,50.3,22.075471260983466,-41.33286765701108,26.275144623103817,-100.68789236563342,-20.363491781313314,78.61242110479363
32.,50.4,-95.5130150519996,28.395740195717583,19.115416396335828,-185.68696085662725,-60.089499258299696,281.19997590877057
32.,50.5,19.84644417796412,45.24354321920373,-148.05848173376265,-71.79029963079743,63.630320065266226,51.94385545297698
32.,50.6,71.6293396206294,-14.37115959478596,62.20719121947561,5.212647477994239,101.10381819533019,-76.84198709847999
32.,50.7,-65.97927281391301,-63.13544307609442,-1.2923033423276826,-78.79622680752776,28.087244866187373,144.77549962158443
32.,50.8,53.77774309734612,-3.4079172553931234,-27.83397070054944,14.355606449860016,-54.5755296653955,-68.13334954706245
32.,50.9,-56.13723178905518,2.1276406235541048,11.045507597986996,16.900687191250423,21.206326307388178,39.23654459794845
32.,51.,65.47460687862437,-0.21572416656789636,19.588882693290472,31.98438651800725,-37.632205778453816,-97.45899339648795
32.,51.1,-130.00908932851345,28.240710529740984,46.04524716746104,-65.25288673339769,22.720662266707354,195.2619760620548
32.,51.2,73.2049270690072,24.5130391161347,-99.12900951402759,-57.52681411612328,20.938367405881994,-15.678112952740232
32.,51.3,-32.37840657228001,16.843063280906566,66.79266154951625,-97.0161296852061,85.53152458103547,129.39453625762974
32.,51.4,29.77289893032263,-8.027012950633054,-69.6378958266753,-94.9838772361375,60.75693074134363,65.21097830595852
32.,51.5,6.201817040148679,-11.23903313042079,12.151251508311336,-83.59739718310323,46.8267152748745,77.39558014309821
32.,51.6,23.56369983432629,17.687825094162143,-10.507192281347967,-59.43426504439396,37.7894825845352,35.87056521021134
32.,51.7,-2.1269805453197943,-8.08511441799271,-22.5409319495114,-39.49556711474314,70.0776078528556,41.622547660206635
32.,51.8,29.48810134754227,-4.119915247034442,35.8826069931743,-57.305483781178,47.80013489281411,27.817382433779407
32.,51.9,29.31430041911442,-25.171303748632425,-72.85514275612674,-51.663359561343796,36.72338201041275,22.349059142373054
32.,52.,89.43225344958346,21.999519565401446,207.89288099458642,-76.70266250695445,27.96720601641866,-12.729590942485316
32.1,50.,-177.97797334452872,9.191405365460131,-77.3207344682309,6.848124541830958,-160.37158806625987,171.12984880284142
32.1,50.1,206.6206735952097,98.53402770951483,26.01073817418497,52.18233005503001,-59.00458338644889,-258.803003650096
32.1,50.2,-220.9948151693972,-8.047714551738112,90.30565723631436,59.586710586335464,100.81773240712533,161.40810458320541
32.1,50.3,78.6521804299609,-28.544486916652364,-160.79609915060408,82.08698045723762,-34.51518399756752,-160.73916088705488
32.1,50.4,-11.436255693374212,15.135313198507793,68.02754933681317,208.41470243361786,28.972782145101178,-196.97844674010003
32.1,50.5,3.2018021895029505,-28.422918160186416,63.58360152775385,24.38252270808218,-37.489397951658916,-27.58432489744143
32.1,50.6,-53.45915620864332,-6.334683710949431,-29.542286619151255,-71.60551678380078,-24.403548013647498,125.06467299258777
32.1,50.7,31.597932942020705,12.231666457104115,-41.85809619373804,33.56343736609595,-37.01267732665831,-65.16137030797299
32.1,50.8,27.260135960943522,-20.813052119849576,15.786766869783612,-3.1855099940793075,27.441983298528655,-24.074625966720504
32.1,50.9,-21.72899492251241,21.861945600696906,44.84673145501168,-26.660715176686445,-42.310595815953185,48.38971009934254
32.1,51.,-0.5948325424410682,-10.560335120611994,-31.49804289664474,-12.608287156909993,66.55058333224213,13.203119699494726
32.1,51.1,-41.693180324806974,0.6156776782104952,26.361955231796284,28.297893334744256,-36.809832506372146,13.395286990206394
