Latitude(deg),Longitude(deg),Txx,Txy,Txz,Tyy,Tyz,Tzz
32.0,50.0,35.314398981782813713,5.889115013972350946,-4.2505435213816868968,-100.58987454196877578,14.140054798001837695,65.275475560332621639
32.0,50.5,81.540298366143538747,-15.530765458994814871,-16.262654625294392942,-85.82154548153277853,11.75134536978694414,4.2812471155358975802
32.0,51.0,71.856354824575068596,5.7167651857210474378,-23.222027073007527286,-69.943873917238417698,-5.8260803242856457276,-1.9124809071900126177
32.0,51.5,80.51247365282475449,-9.1120627916088039586,3.9218180118578849387,-98.763794088288810034,-13.6022945688116913,18.251320435610706231
32.0,52.0,100.31913665190581723,13.245740687763662482,4.3681687751974109167,-91.044562017617307828,7.7168474080958232953,-9.2745746341418471748
32.5,50.0,24.699654297763594573,-4.6249992713164631448,8.0447376383286594219,-68.930833560134562032,-9.1654814306978442316,44.231179262517619925
32.5,50.5,82.457651708377434701,7.5144742291538765004,-10.390163327954905151,-62.024443547687935989,-2.668109134421583484,-20.433208160542851548
32.5,51.0,76.368915162235960911,-4.0267656796090912257,-28.722247904222366757,-73.387792565892178533,-5.2465257508994884718,-2.9811225961971361239
32.5,51.5,82.57543478759626754,-2.3289846537653726227,-1.7372475599486425292,-67.12315182113288857,21.660176874907014752,-15.452282966316736265
32.5,52.0,103.2987911842720213,0.82696926396646264418,4.1418567581195793499,-58.387150572334027287,-1.173465527768762967,-44.911640611791350427
33.0,50.0,45.328843528858218737,3.0710458224498183969,6.48331504329130703,-99.140274365689782149,-25.32262950440730947,53.811430836978215885
33.0,50.5,69.323966905735972057,3.2576998248325474622,-25.161200801084948603,-93.847319708557430016,-15.356668401417265847,24.523352802968112212
33.0,51.0,87.208590949507228344,1.8956560114943904071,-40.261396875143601493,-67.341916790664424662,3.6382024611513068531,-19.866674158696148991
33.0,51.5,78.779686882503385564,7.87298989029992097,-4.080055817371587434,-52.97222134552781402,-0.89696834580065158619,-25.807465536828925287
33.0,52.0,97.611575758240686905,-18.675568342241829396,19.137458747514299821,-93.560808748217261349,-9.4382084299380371947,-4.0507670098767908537
33.5,50.0,49.012807715251314934,-8.148163330870011086,-16.827777892471368591,-47.371848680860702234,-7.4896965993634002303,-1.6409590342439595732
33.5,50.5,75.641295486937179648,0.47887725516446079586,13.889233069030671781,-58.067625777206938693,-5.6951500955972127215,-17.573669709583580482
33.5,51.0,73.797865398956192201,17.337574163738143697,-5.9289543591619353312,-75.509306899458878462,-0.82783156814450231802,1.7114415006493400523
33.5,51.5,32.461709946763193649,-19.685325840762887181,-11.420343301364410265,-111.40819726727350588,-4.1149170532848111335,78.946487320656982462
33.5,52.0,120.69250282688255692,6.5291600549743820568,-22.308270555875006243,-61.252907264292002001,2.7439586444853841393,-59.439595562443898893
34.0,50.0,43.486794309145177162,2.6226507996580387899,14.280886052097469772,-57.46214414517479682,5.5455008151412759464,13.975349836176270347
34.0,50.5,100.72290041841950166,2.6482664282033374122,-7.6124487281248013132,-60.263057401914042578,-6.0164391590655047954,-40.459843016358824381
34.0,51.0,34.858425018593289177,-21.764673007349178601,-17.232354841052275923,-68.316194164836427241,-3.955783404951238467,33.457769146389778865
34.0,51.5,108.56758450592263796,16.670181787004911184,-10.776155821401248418,-22.762140491492920571,-2.51577304993780942,-85.805444014283075597
34.0,52.0,79.2327130117298461,-6.7980435915588748268,-14.377482755451815938,-59.646348458089203536,5.2924493639706828839,-19.586364553493998979
