Latitude(deg),Longitude(deg),TxxParker,TxyParker,TxzParker,TyyParker,TyzParker,TzzParker
32.0,50.0,-37.89312568955297,3.4884212415336546,3.1435633023609686,-19.95922525795793,20.784545141225543,57.852350947657555
32.0,50.5,8.930080983206304,-16.705634223017526,-9.498945396477902,-14.037323354544846,16.84743422850185,5.107242371485199
32.0,51.0,0.045905604301729866,5.416215517447065,-17.393784152336977,3.6366350901546025,-5.1596665345357255,-3.682540694309694
32.0,51.5,5.893118892767715,-7.441300126168747,10.186254244960608,-24.210588226884312,-9.321725444865114,18.317469334263247
32.0,52.0,23.02402020927723,15.242297590205556,13.562912001493299,-20.96454833393963,8.950387338668365,-2.0594718751909378
32.5,50.0,-46.41819831491822,-5.6169434805784455,12.471412630965801,9.268369882625233,-1.1741129013700706,37.14982843243964
32.5,50.5,7.694199279830681,7.311356200597086,-6.291648033971932,8.625035416368794,4.991774053202393,-16.319234696052828
32.5,51.0,-0.8230549688363675,-3.4657247090231125,-25.621790456573574,-4.042006946333274,-4.412285046201541,4.8650619153162875
32.5,51.5,7.660459644103188,0.43804764036710114,4.647757638454689,5.153527909045958,19.040426918697683,-12.813987553002503
32.5,52.0,31.886594359820716,1.3332643486373748,14.794268221125018,15.591298708753028,-2.647917700190875,-47.4778930684271
33.0,50.0,-30.385013378395502,5.372927560591935,9.769746149279996,-26.280869635011932,-19.644218436671398,56.66588301355409
33.0,50.5,-7.4259347437147785,7.392206004273196,-14.308157288638911,-22.626453439332604,-12.87576479222496,30.052388183194036
33.0,51.0,10.81570042148529,1.530766128029558,-25.26474105899495,3.463106098537017,4.97527022649687,-14.278806519875653
33.0,51.5,3.9389356132463584,5.1379663320436695,5.694983890984444,18.11307735210831,-2.3997094676454154,-22.05201296520802
33.0,52.0,23.05631208737863,-19.43386602493836,24.10816830736942,-19.11911128555363,-9.1168047650302,-3.9372008016783653
33.5,50.0,-24.11580607346187,-6.922493630362773,-5.801276860637186,22.42011534411099,-6.40876053513073,1.6956907294975323
33.5,50.5,7.050351698005181,-0.4504147621686519,23.850429919689628,15.087485844979643,-7.97196151654987,-22.137837542838163
33.5,51.0,8.06945353504287,16.50035312598711,0.2685507820037812,-2.236481881499189,3.4078344859519563,-5.832971653397027
33.5,51.5,-37.43040958655397,-18.17299263969649,-5.509100428193043,-42.89530756507336,-0.6828680034787541,80.325717151774
33.5,52.0,46.426410426967806,9.045547906240804,-12.80860341286318,10.097777167608214,2.031570525179871,-56.524187594429364
34.0,50.0,-24.391168657142245,3.678088308815629,20.362891827683686,14.551609666233633,6.442546731946664,9.839558991055263
34.0,50.5,28.173725401598173,2.452486780315898,-2.4435613864984287,12.951255532529014,-0.9914819729294124,-41.12498093398055
34.0,51.0,-42.59545535883256,-19.981610062440627,-13.22341688034405,-0.8212523608591563,1.1888468682884408,43.41670771983836
34.0,51.5,31.992032521660747,20.03827879345447,-2.1370674666047007,43.839290530803396,-6.636124002708403,-75.8313230523175
34.0,52.0,6.820866092715875,-6.187243820145372,-2.5588460942365145,14.394583743132008,0.7827646013728385,-21.21544983570124
