Latitude(deg),Longitude(deg),TxxParker,TxyParker,TxzParker,TyyParker,TyzParker,TzzParker
32.7,51.6,27.47574047548765,-0.22425279534851106,6.135201043352252,-1.1024683752368676,-5.895418590603561,-26.37327210010711
32.7,51.7,15.314250877554572,1.2086439445441233,-14.095262411593044,4.128484681866458,-0.7644500739217914,-19.442735559277388
32.7,51.8,19.668475866745933,6.234712630750948,17.258932255088506,7.650633888482462,3.4762309021097777,-27.319109755084714
32.7,51.9,16.431623542415497,-3.458733792369053,-36.16439171444624,7.955603489676084,2.4005772997892545,-24.387227031947898
32.7,52.0,99.99246150550641,25.902608067252643,88.4144100003563,7.183455108867114,3.168388950558442,-107.17591661422979
32.8,50.0,-76.55253996113123,-5.0037152990034945,118.96416581385334,21.17498598269289,-37.80424450325968,55.377553978582036
32.8,50.1,-82.82492369936078,-16.176788708753598,-41.168856457271644,-25.796527945606613,2.104681964407095,108.62145164511102
32.8,50.2,12.685229128987908,-4.116850486893094,-29.98047882035982,-5.640327645820687,-32.31364262430034,-7.044901483023511
32.8,50.3,-12.5140237377482,5.700355507749371,-10.590873897311837,-11.305910644377938,4.570215863116492,23.819934382269803
32.8,50.4,20.74919228897484,8.341266847529035,-2.073938886298952,-22.71166691551726,-43.14623288627354,1.9624746266861612
32.8,50.5,15.006087391358275,13.626950697953397,7.824537624135342,-13.526411163313128,13.102158767536851,-1.4796762279014781
32.8,50.6,6.604388637899748,3.026712093220735,112.39378450360142,-82.16134965857256,-3.804376504263175,75.55696102081646
32.8,50.7,-133.84583773504227,22.4305801859443,-63.31082395811427,-112.37475953075746,57.3771117301386,246.22059726594344
32.8,50.8,83.21839410665419,-32.00171531725825,-96.63904224683864,15.558006518584811,49.329203309636355,-98.77640062509528
32.8,50.9,-14.03113342601171,-7.189874530061244,71.29148030764587,-32.081215470735074,1.073683095429334,46.11234889689048
32.8,51.0,-0.6304337805355037,1.3794693765548043,-47.071906818297435,-63.17769254950032,21.491643007865658,63.80812633017947
32.8,51.1,9.398726966985755,-0.09551091389122165,22.870130659112636,-51.72890819957922,-13.881070925969075,42.33018123273715
32.8,51.2,-47.67844632159677,8.490044320377047,-45.93647951108874,-5.035473195756138,22.788027482909314,52.713919517496564
32.8,51.3,45.708065096965996,-53.407800800450715,-52.11587315370909,8.93252257968622,-34.578776193030336,-54.64058767650854
32.8,51.4,1.28324728275379,15.404271269543862,16.3925380556861,48.16910233195346,-92.64500943318805,-49.452349614563566
32.8,51.5,14.49262533342713,28.176469037262304,-27.42222308115625,25.616609830237472,-26.72189752635204,-40.10923516352095
32.8,51.6,16.88282121285243,13.649803856199364,20.897466616698118,5.3423037851092054,8.172521835431505,-22.22512499781794
32.8,51.7,15.13996264038874,-1.364970420456887,-23.901555434738402,4.6756005084447425,7.2273776943908885,-19.815563148689826
32.8,51.8,21.214820306893728,7.145027845981602,26.681105979774124,7.147834666835875,3.5883495996148036,-28.362654973585908
32.8,51.9,18.201509769399756,11.799258568518555,-29.994736368932436,15.781628809660468,19.232716003868596,-33.983138578916524
32.8,52.0,87.4922684978842,-19.81298313006585,72.89157907361064,12.27224005967019,18.088326173627824,-99.76450855741074
32.9,50.0,-134.5511653728281,-37.24057696778659,101.00738884569012,-22.647996369728318,97.9272097489911,157.19916174270017
32.9,50.1,-31.148110379610614,-25.49453006513385,-108.28756375076689,-19.32069309426654,-29.979896180041358,50.468803474020866
32.9,50.2,14.957252818942951,8.580952462816349,4.250024775758512,12.632308377135022,20.560145189518227,-27.58956119593432
32.9,50.3,9.60421234318364,22.665859911929097,-33.05617353588313,20.405246945406414,-25.810850634139488,-30.00945928844638
32.9,50.4,7.758167258663317,26.60682336833296,47.8253331574925,51.59847657123098,95.37025252784642,-59.356643829750624
32.9,50.5,-41.79673458305889,-49.95768129895202,-11.892008625036938,5.523027427021406,30.278768039080646,36.27370715618115
32.9,50.6,41.58829639491066,-47.72733238545993,-1.6608497736896026,25.09611664104149,-41.33297243894367,-66.68441303580848
32.9,50.7,-57.59786150032091,7.650032392218192,76.06350440089997,-10.13912275841789,-103.6803194859658,67.73698425888246
32.9,50.8,-37.233941440751835,25.449405130797278,-90.21686570504907,-80.97204113066223,-12.27569532451872,118.20598257155774
32.9,50.9,39.123246547991094,-23.293057233146094,-27.268645345936005,-6.519408582692835,-45.14996635495118,-32.60383796515459
32.9,51.0,12.521479054903745,16.856419800604684,-37.215198675764455,27.9536328685784,-72.07684750114993,-40.475111923338496
32.9,51.1,32.52016186175704,21.709449857534782,76.11077431873524,27.167696514696186,-5.452124784844906,-59.68785837630955
32.9,51.2,-99.55125046025866,-5.344262311355974,-25.7870112449489,-41.60000366760575,-14.511450932433682,141.1512541280081
32.9,51.3,65.05364108143934,34.302790119138876,-87.05386409256215,3.008951946420548,21.587161377585016,-68.06259302771618
32.9,51.4,14.119905106163609,-10.065767266618689,39.79707488594439,-0.1491426949935758,43.26848458245421,-13.970762411026325
32.9,51.5,6.8724335038625535,4.676805622072959,-25.895198193257638,-4.749428666320978,16.784853331762775,-2.1230048373978834
32.9,51.6,14.495315001648976,-6.8952792747394565,13.237163673334148,5.372923808244413,-2.8099964963631665,-19.868238809749702
32.9,51.7,15.543579139489816,8.2804096331058,-21.963199931544036,5.862245892191773,-6.395308570034678,-21.405825031537915
32.9,51.8,34.116684888180956,8.213623800743187,42.232971558560756,4.606925673316441,3.574442525825598,-38.72361056135373
32.9,51.9,-2.1705824119970756,-4.612184128087773,-12.377092533143385,-17.31154988508627,19.054245983705968,19.482132297227
32.9,52.0,95.77527114768846,25.638098831986223,82.1494357911666,-20.043492650995066,31.11756694525917,-75.73177849654972
33.0,50.0,-191.95421390324572,-20.777648154796804,20.96719921550388,-68.87682929511352,-73.47949115111957,260.8310431985029
33.0,50.1,66.97912388218458,15.0146893750698,-94.41587459502614,-6.37818911407419,-43.607777209392765,-60.60093476796669
33.0,50.2,-18.01696242006742,40.386905901495155,25.72736377724663,-11.647547247213511,-24.580055385314097,29.664509667424607
33.0,50.3,44.96731001595083,8.984865026979385,30.545297997807953,10.855835481276854,69.24310486444882,-55.82314549708396
33.0,50.4,-76.48774734707477,-29.76117052279806,55.58636409420161,-84.84345518012186,-14.980981515283785,161.33120252734028
33.0,50.5,-21.9407530623206,14.99457371115357,-72.3651038216312,-34.90725351717845,18.713221423165862,56.84800657964269
33.0,50.6,9.549033125028883,-20.677390538700664,-28.02122312077596,-21.4133974597136,31.33701568796726,11.864364334828402
33.0,50.7,-6.230463979696687,-28.83141526746956,-18.836810497410124,22.732019348629457,-9.19010416852256,-16.50155536878911
33.0,50.8,2.438853288567524,15.834015182973456,-28.41131948761321,49.612326456009576,-59.59825737916949,-52.051179744433455
33.0,50.9,8.958739079110902,36.43086803741229,0.5419406504140543,19.94361273482445,15.678050790527562,-28.90235181379166
33.0,51.0,29.40042776144615,11.575670943886486,7.221503881647605,12.501615852763173,50.89256761466461,-41.90204361406562
33.0,51.1,-48.0684021483574,-40.10491687835991,24.757290916410252,-12.118541542301891,16.0492156112764,60.18694369080297
33.0,51.2,12.945819238046711,5.086406729188187,-68.56703443462952,35.454042578403005,-68.27284284836757,-48.399861816306036
33.0,51.3,7.143208925180879,22.278756427296994,24.047038181984387,4.214109206736513,-12.053111133885052,-11.357318131773699
33.0,51.4,21.287555313688404,5.335464886344928,-32.9802442168084,12.37018865838054,-20.373913947036748,-33.657743971925264
33.0,51.5,6.762080570231042,12.228783933485238,17.34791878586014,18.46691419606386,-0.9781051948389591,-25.22899476615122
33.0,51.6,17.120780600900986,12.87315490183701,-2.9611110335954094,10.645911916884156,15.291791713086555,-27.766692517641474
33.0,51.7,10.595762373560305,8.199388373316843,-5.466168647381302,19.83080804546305,34.74337765718798,-30.42657041887965
33.0,51.8,20.01716195953083,-10.855068573925115,49.0341047441041,14.13717785555073,39.10794249850407,-34.15433981493787
33.0,51.9,-5.847703238089109,-21.34902053594981,-55.446991045193954,12.367084048986047,6.620247075531697,-6.519380810753285
33.0,52.0,110.38038996542379,-36.86691295843943,151.69585865488466,-11.607681334137965,-17.35934981923976,-98.77270863114212
