Latitude(deg),Longitude(deg),Txx,Txy,Txz,Tyy,Tyz,Tzz
32.0,50.0,-146.70565828131328,-20.742128426731405,-79.9470091142794,-187.76016879729525,57.5906484689141,334.46582707875217
32.0,50.1,229.0796780766245,14.844353878184192,-73.6358382429026,-117.62946294432888,-0.12425096315703499,-111.45021513215188
32.0,50.2,5.978647897028921,6.24680499513321,76.94099832381168,-114.39375415226536,46.40873830497788,108.41510625538012
32.0,50.3,94.87246130461432,-39.932421496723016,19.310076618874234,-175.30710273761844,-27.938384031466537,80.4346414331478
32.0,50.4,-22.33944684464663,29.83456588816004,12.172272096158684,-258.2399666297157,-66.32681935708987,280.57941347450617
32.0,50.5,92.28010255963221,46.25164226173611,-154.59138588496037,-143.64294237413276,58.42018653196321,51.36283981464422
32.0,50.6,143.96727705785418,-13.195858219800872,55.419337557096114,-66.09399164060149,97.4990765572955,-77.87328541710902
32.0,50.7,6.111602065125794,-62.24714978553674,-7.707807110566629,-150.03988800646815,25.718342796010944,143.92828594148602
32.0,50.8,125.5287411732105,-2.5865024178109266,-34.028740956322665,-57.52685465440985,-55.772518762147584,-68.00188651865697
32.0,50.9,15.704313814716052,2.6798632921423327,4.947780967224695,-55.73925569571581,20.371715637242424,40.03494188114342
32.0,51.0,137.1431170070647,0.10197527420661417,13.852890278516337,-41.654951711731435,-38.204191673878675,-95.4881652951896
32.0,51.1,-57.78547011140468,28.19182162480814,40.18474703373021,-139.58451087338113,21.58952423315821,197.36998098492953
32.0,51.2,145.5534007324539,24.05453442930309,-104.55543156820526,-132.56991639202823,19.227276140676885,-12.983484340282015
32.0,51.3,40.82416219109838,16.000333698234993,60.882177017011934,-172.26539484933318,82.79311655766588,131.44123265837845
32.0,51.4,103.49561248294023,-9.36522635114937,-75.40042560690166,-170.10027425173507,57.2090310690602,66.6046617689385
32.0,51.5,80.91145339166839,-12.836695964707708,5.775241405991284,-158.12201214443047,42.5469128749568,77.21055875290577
32.0,51.6,98.89772888414369,15.617673920394997,-17.176887473126452,-133.14072101497507,33.178207690635446,34.24299213097502
32.0,51.7,74.1302761977039,-10.144638285041719,-29.823876062804448,-112.13006130138888,65.56974881107595,37.999785103828685
32.0,51.8,106.11284539678826,-6.469621198603189,27.86397226463016,-128.89658996693575,43.95493486119146,22.78374457029115
32.0,51.9,106.64887958204235,-27.246891774624576,-81.2481892107336,-122.29852874366082,33.98241658810874,15.64964916176214
32.0,52.0,166.4408608748576,19.906820839237724,198.4818478024254,-146.8465833948913,26.738166127094416,-19.59427747982267
32.1,50.0,-105.2883685098986,11.501231917804667,-84.88610493274462,-73.36351304190413,-167.31721884286878,178.6518815519464
32.1,50.1,279.39225639635737,100.53367858531455,19.00332136515561,-25.717426894766945,-66.62836131471907,-253.67482950144677
32.1,50.2,-148.31001969253094,-6.299465622195421,83.26761673528078,-16.89166257180345,92.39322178437759,165.20168226447802
32.1,50.3,151.4940974786884,-26.700362082477593,-167.43143753922064,8.127703460957122,-41.9089343961503,-159.6218009395018
32.1,50.4,60.95222036309506,16.53205863486792,61.71797883352229,135.3295509753816,22.052614671009454,-196.28177133833296
32.1,50.5,75.68186328910284,-26.756128847010284,57.21492108931862,-46.98017495277794,-42.708025324956424,-28.70168833618122
32.1,50.6,18.76957013174104,-5.098513675839531,-35.02198804491492,-142.55821405875562,-28.48145178295896,123.78864392715833
32.1,50.7,103.54702993011571,13.486302024595842,-47.19447965072633,-37.443680148880674,-39.562007140356606,-66.10334978109135
32.1,50.8,99.18463768603601,-19.918575309201042,10.891459282400707,-74.5615522316584,25.65095402040688,-24.623085454233912
32.1,50.9,50.148411319749584,22.426911791329015,40.31045692756823,-98.73416484671658,-43.18452903201229,48.58575352711068
32.1,51.0,71.41132609756256,-10.465963499316613,-35.85878155667619,-85.53637506789377,65.55986132789486,14.125048970474895
32.1,51.1,30.57537990495139,0.13198215385023943,22.08699872840644,-45.46437177193472,-37.732189488062275,14.888991867126997
32.1,51.2,85.62310594724981,-1.101927205723146,-56.482357696216994,-58.48730883835935,40.14639304030523,-27.13579710874676
32.1,51.3,58.647568914709375,-30.21598825808107,15.85382649956843,-86.16968625380812,-61.180046996457946,27.522117339242424
32.1,51.4,105.47746462113409,16.480711856151732,-51.612183413077474,-83.85078970403623,-47.42289428249033,-21.626674916954137
32.1,51.5,76.83786097695615,8.738194606144196,-4.558919162044237,-73.81937894871677,-18.38769407042926,-3.0184820280956997
32.1,51.6,128.82936530008456,-3.589234266419505,23.18694876030526,-88.55617042426955,-27.402907104803727,-40.27319487567131
32.1,51.7,8.017250771939587,11.643735823457737,-20.085217804855127,-107.27173528631845,5.038303013476728,99.25448451452255
32.1,51.8,141.70146648865017,-34.94307955832004,-34.13945156992284,-82.56187430246285,-41.084393813413485,-59.13959218604363
32.1,51.9,79.27785910831531,18.644467944971154,-53.05396841711804,-73.79738672119048,-22.604882309687174,-5.48047238698114
32.1,52.0,172.073454499104,-60.777721828167756,120.24453785574437,-55.760190875485335,-51.88033711707929,-116.31326362347495
32.2,50.0,21.146140962573426,71.84257085645255,-60.14841563989548,8.587260309712804,78.16347779871666,-29.73340127214255
32.2,50.1,191.39773883222188,-25.130543006399552,224.93812204759416,-57.49900780853988,192.6986161728291,-133.89873102353832
32.2,50.2,-215.72243895159795,-72.65621517919082,-74.30083200299214,-220.56978724406935,-38.007550103038355,436.29222619581117
32.2,50.3,322.85714973113204,76.41794968440644,-25.3662897158571,-139.8216544064249,17.606761289640517,-183.03549532456344
32.2,50.4,-180.66852703668687,-7.261052551467449,105.23541174927959,-271.20868153881145,122.99684839381266,451.877208575642
32.2,50.5,168.65159581565388,-50.30850779775259,-258.0978487862605,-90.71769819602794,26.081115466936513,-77.93389761948224
32.2,50.6,82.90560754482803,15.055794750623312,87.19534202762216,-12.722785576368075,-15.907638406406894,-70.18282196831626
32.2,50.7,60.26583473532758,-17.05811360117764,-20.54005995360159,-89.55688763722141,25.847608028721808,29.291052902037475
32.2,50.8,89.04980245843225,16.02220269238844,-51.55713459963209,-58.79872532355639,-12.203303239873607,-30.251077134732196
32.2,50.9,92.8920283343497,-27.7988456911457,78.62109400591298,-25.08589711678888,44.27340130962814,-67.80613121741715
32.2,51.0,33.17131056901247,-19.587007219131408,-33.134610658091155,-108.24652963569517,-47.94582732713113,75.07521906682638
32.2,51.1,80.66271250821754,2.6966330713168656,64.62235168808851,-135.58546381914465,-7.843012945209631,54.92275131107079
32.2,51.2,10.0015633077683,-2.1141500775397484,-94.23017722396499,-148.0089543080678,-26.214538210928858,138.00739100044316
32.2,51.3,124.21496250400531,5.813159708057717,-30.165929020158515,-85.15009564656815,-20.616111284271167,-39.06486685729348
32.2,51.4,97.86930518005107,7.787467846866278,-14.175107298831119,-76.400435667082,4.708968244013965,-21.468869512825396
32.2,51.5,65.29571078543268,-7.416140180489304,8.954625110179165,-97.67519157620781,-10.122974010433188,32.379480790918784
32.2,51.6,127.52166551215133,-6.386695317936023,-17.417219552328902,-87.66385259122565,-0.4584266596437063,-39.85781292078203
32.2,51.7,20.90564836538575,3.1884461372291897,15.72507421962084,-92.71122878676195,-38.47040585563182,71.80558042151988
32.2,51.8,125.16426666483565,23.991575729190668,-64.07073396507525,-62.54919972663191,36.418003840709886,-62.615066938060096
32.2,51.9,83.03664937338705,-18.339737574392505,-11.075866513740534,-70.94960624854949,7.23581283418186,-12.087043124693878
32.2,52.0,142.25481014821216,21.070639424954322,39.28953858521352,-67.26155672778907,21.882576316533388,-74.99325342027943
32.3,50.0,8.477430673030767,30.02052077656624,151.89399826004748,-173.84401921413652,-12.363385050732294,165.36658854124946
32.3,50.1,-45.108244730677086,-84.10404314366778,-77.76213187257585,-189.45878562854705,-57.603688340958875,234.56703035936783
32.3,50.2,114.76955881405996,58.72380080771471,-89.16494642314444,-8.079330804951582,-146.35959746687718,-106.6902280089647
32.3,50.3,79.5768699702754,-16.883161081058365,49.848267604742155,-34.406409459823124,57.368968766828246,-45.1704605103086
32.3,50.4,25.406343039380936,-32.0003505582754,-2.86545261248897,-2.745408572248195,-193.51861727612453,-22.660934466989065
32.3,50.5,61.63862604625063,104.41312470199671,-20.360472582394515,-77.12168254660813,18.230990997376992,15.483056500501176
32.3,50.6,73.34657675464423,-41.106494502324225,-8.680058798575633,-108.01963489975265,32.95265580173132,34.673058145252085
32.3,50.7,71.63851403718525,8.286223744626726,-56.791630375279695,-61.339368449460686,-4.887360309743939,-10.299145587580874
32.3,50.8,123.78404069043684,-12.070373677418804,62.75925313885853,-90.62392094960992,16.62181946411689,-33.160119740683236
